"Index"	"Abbreviation"	"OfficialName"	"Equation"	"ValidTarget"	"reconstruction directionality"	"subSystem"	"proteinClass"	"GeneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"DeltaG"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"
700	"ETHAt2pp"	"ethanolamine transport in via proton symport"	"etha[p] + h[p] --> etha[c] + h[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"			"etha[p] + h[p] --> etha + h"	"etha[p] + h[p] --> etha + h"	0	0	-6.6	-12.1	-2.1	0	1.5	-6.6	-12.1	-2.1	"forward only"	"forward only"
701	"ETHAtex"	"ethanolamine transport via diffusion (extracellular)"	"etha[e] <==> etha[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"etha[e] <==> etha[p]"	"etha[e] <==> etha[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
702	"ETHSO3abcpp"	"ethanesulfonate transport via ABC system (periplasm)"	"atp[c] + ethso3[p] + h2o[c] --> adp[c] + ethso3[c] + h[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b0936  and  b0933  and  b0934 )"	"atp + ethso3[p] + h2o --> adp + ethso3 + h + pi"	"atp + ethso3[p] + h2o --> adp + ethso3 + h + pi"	-6.7	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"
703	"ETHSO3tex"	"ethanesulfonate transport via diffusion (extracellular to periplasm)"	"ethso3[e] <==> ethso3[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"ethso3[e] <==> ethso3[p]"	"ethso3[e] <==> ethso3[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
704	"ETOHt2rpp"	"ethanol reversible transport via proton symport (periplasm)"	"etoh[p] + h[p] <==> etoh[c] + h[c]"	"FALSE"	"reversible"	"Transport, Inner Membrane"			"etoh[p] + h[p] <==> etoh + h"	"etoh[p] + h[p] <==> etoh + h"	0	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"
705	"ETOHtex"	"ethanol transport via diffusion (extracellular to periplasm)"	"etoh[e] <==> etoh[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"etoh[e] <==> etoh[p]"	"etoh[e] <==> etoh[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
706	"EX_12ppd-R(e)"	"(R)-Propane-1,2-diol exchange"	"[e] : 12ppd-R <==>"	"FALSE"	"reversible"				"[e] : 12ppd-R[e]"	"[e] : 12ppd-R[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
707	"EX_12ppd-S(e)"	"(S)-Propane-1,2-diol exchange"	"[e] : 12ppd-S <==>"	"FALSE"	"reversible"				"[e] : 12ppd-S[e]"	"[e] : 12ppd-S[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
708	"EX_14glucan(e)"	"1,4-alpha-D-glucan exchange"	"[e] : 14glucan <==>"	"FALSE"	"reversible"				"[e] : 14glucan[e]"	"[e] : 14glucan[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
709	"EX_15dap(e)"	"1,5-Diaminopentane exchange"	"[e] : 15dap <==>"	"FALSE"	"reversible"				"[e] : 15dap[e]"	"[e] : 15dap[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
710	"EX_23camp(e)"	"2',3'-Cyclic AMP exchange"	"[e] : 23camp <==>"	"FALSE"	"reversible"				"[e] : 23camp[e]"	"[e] : 23camp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
711	"EX_23ccmp(e)"	"2',3'-Cyclic CMP exchange"	"[e] : 23ccmp <==>"	"FALSE"	"reversible"				"[e] : 23ccmp[e]"	"[e] : 23ccmp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
712	"EX_23cgmp(e)"	"2',3'-Cyclic GMP exchange"	"[e] : 23cgmp <==>"	"FALSE"	"reversible"				"[e] : 23cgmp[e]"	"[e] : 23cgmp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
713	"EX_23cump(e)"	"2',3'-Cyclic UMP exchange"	"[e] : 23cump <==>"	"FALSE"	"reversible"				"[e] : 23cump[e]"	"[e] : 23cump[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
714	"EX_23dappa(e)"	"2,3-diaminopropionate exchange"	"[e] : 23dappa <==>"	"FALSE"	"reversible"				"[e] : 23dappa[e]"	"[e] : 23dappa[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
715	"EX_26dap-M(e)"	"meso-2,6-Diaminoheptanedioate exchange"	"[e] : 26dap-M <==>"	"FALSE"	"reversible"				"[e] : 26dap-M[e]"	"[e] : 26dap-M[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
716	"EX_2ddglcn(e)"	"2-Dehydro-3-deoxy-D-gluconate exchange"	"[e] : 2ddglcn <==>"	"FALSE"	"reversible"				"[e] : 2ddglcn[e]"	"[e] : 2ddglcn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
717	"EX_34dhpac(e)"	"3,4-Dihydroxyphenylacetaldehyde exchange"	"[e] : 34dhpac <==>"	"FALSE"	"reversible"				"[e] : 34dhpac[e]"	"[e] : 34dhpac[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
718	"EX_3amp(e)"	"3'-AMP exchange"	"[e] : 3amp <==>"	"FALSE"	"reversible"				"[e] : 3amp[e]"	"[e] : 3amp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
719	"EX_3cmp(e)"	"3'-cmp exchange"	"[e] : 3cmp <==>"	"FALSE"	"reversible"				"[e] : 3cmp[e]"	"[e] : 3cmp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
720	"EX_3gmp(e)"	"3'-GMP exchange"	"[e] : 3gmp <==>"	"FALSE"	"reversible"				"[e] : 3gmp[e]"	"[e] : 3gmp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
721	"EX_3hcinnm(e)"	"3-hydroxycinnamic acid exchange"	"[e] : 3hcinnm <==>"	"FALSE"	"reversible"				"[e] : 3hcinnm[e]"	"[e] : 3hcinnm[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
722	"EX_3hpppn(e)"	"3-(3-hydroxy-phenyl)propionate exchange"	"[e] : 3hpppn <==>"	"FALSE"	"reversible"				"[e] : 3hpppn[e]"	"[e] : 3hpppn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
723	"EX_3ump(e)"	"3'-UMP exchange"	"[e] : 3ump <==>"	"FALSE"	"reversible"				"[e] : 3ump[e]"	"[e] : 3ump[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
724	"EX_4abut(e)"	"4-Aminobutanoate exchange"	"[e] : 4abut <==>"	"FALSE"	"reversible"				"[e] : 4abut[e]"	"[e] : 4abut[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
725	"EX_4hoxpacd(e)"	"4-Hydroxyphenylacetaldehyde exchange"	"[e] : 4hoxpacd <==>"	"FALSE"	"reversible"				"[e] : 4hoxpacd[e]"	"[e] : 4hoxpacd[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
726	"EX_5dglcn(e)"	"5-Dehydro-D-gluconate exchange"	"[e] : 5dglcn <==>"	"FALSE"	"reversible"				"[e] : 5dglcn[e]"	"[e] : 5dglcn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
727	"EX_ac(e)"	"Acetate exchange"	"[e] : ac <==>"	"FALSE"	"reversible"				"[e] : ac[e]"	"[e] : ac[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
728	"EX_acac(e)"	"Acetoacetate exchange"	"[e] : acac <==>"	"FALSE"	"reversible"				"[e] : acac[e]"	"[e] : acac[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
729	"EX_acald(e)"	"Acetaldehyde exchange"	"[e] : acald <==>"	"FALSE"	"reversible"				"[e] : acald[e]"	"[e] : acald[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
730	"EX_acgal(e)"	"N-Acetyl-D-galactosamine exchange"	"[e] : acgal <==>"	"FALSE"	"reversible"				"[e] : acgal[e]"	"[e] : acgal[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
731	"EX_acgal1p(e)"	"N-Acetyl-D-galactosamine 1-phosphate exchange"	"[e] : acgal1p <==>"	"FALSE"	"reversible"				"[e] : acgal1p[e]"	"[e] : acgal1p[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
732	"EX_acgam(e)"	"N-Acetyl-D-glucosamine exchange"	"[e] : acgam <==>"	"FALSE"	"reversible"				"[e] : acgam[e]"	"[e] : acgam[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
733	"EX_acgam1p(e)"	"N-Acetyl-D-glucosamine 1-phosphate exchange"	"[e] : acgam1p <==>"	"FALSE"	"reversible"				"[e] : acgam1p[e]"	"[e] : acgam1p[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
734	"EX_acmana(e)"	"N-Acetyl-D-mannosamine exchange"	"[e] : acmana <==>"	"FALSE"	"reversible"				"[e] : acmana[e]"	"[e] : acmana[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
735	"EX_acmum(e)"	"N-Acetylmuramate exchange"	"[e] : acmum <==>"	"FALSE"	"reversible"				"[e] : acmum[e]"	"[e] : acmum[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
736	"EX_acnam(e)"	"N-Acetylneuraminate exchange"	"[e] : acnam <==>"	"FALSE"	"reversible"				"[e] : acnam[e]"	"[e] : acnam[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
737	"EX_acolipa(e)"	"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange"	"[e] : acolipa <==>"	"FALSE"	"reversible"				"[e] : acolipa[e]"	"[e] : acolipa[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
738	"EX_acser(e)"	"O-Acetyl-L-serine exchange"	"[e] : acser <==>"	"FALSE"	"reversible"				"[e] : acser[e]"	"[e] : acser[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
739	"EX_ade(e)"	"Adenine exchange"	"[e] : ade <==>"	"FALSE"	"reversible"				"[e] : ade[e]"	"[e] : ade[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
740	"EX_adn(e)"	"Adenosine exchange"	"[e] : adn <==>"	"FALSE"	"reversible"				"[e] : adn[e]"	"[e] : adn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
741	"EX_adocbl(e)"	"Adenosylcobalamin exchange"	"[e] : adocbl <==>"	"FALSE"	"reversible"				"[e] : adocbl[e]"	"[e] : adocbl[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
742	"EX_ag(e)"	"silver exchange"	"[e] : ag <==>"	"FALSE"	"reversible"				"[e] : ag[e]"	"[e] : ag[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
743	"EX_agm(e)"	"Agmatine exchange"	"[e] : agm <==>"	"FALSE"	"reversible"				"[e] : agm[e]"	"[e] : agm[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
744	"EX_akg(e)"	"2-Oxoglutarate exchange"	"[e] : akg <==>"	"FALSE"	"reversible"				"[e] : akg[e]"	"[e] : akg[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
745	"EX_alaala(e)"	"D-Alanyl-D-alanine exchange"	"[e] : alaala <==>"	"FALSE"	"reversible"				"[e] : alaala[e]"	"[e] : alaala[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
746	"EX_ala-B(e)"	"beta-Alanine exchange"	"[e] : ala-B <==>"	"FALSE"	"reversible"				"[e] : ala-B[e]"	"[e] : ala-B[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
747	"EX_ala-D(e)"	"D-Alanine exchange"	"[e] : ala-D <==>"	"FALSE"	"reversible"				"[e] : ala-D[e]"	"[e] : ala-D[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
748	"EX_ala-L(e)"	"L-Alanine exchange"	"[e] : ala-L <==>"	"FALSE"	"reversible"				"[e] : ala-L[e]"	"[e] : ala-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
749	"EX_all-D(e)"	"D-Allose exchange"	"[e] : all-D <==>"	"FALSE"	"reversible"				"[e] : all-D[e]"	"[e] : all-D[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
750	"EX_alltn(e)"	"Allantoin exchange"	"[e] : alltn <==>"	"FALSE"	"reversible"				"[e] : alltn[e]"	"[e] : alltn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
751	"EX_amp(e)"	"AMP exchange"	"[e] : amp <==>"	"FALSE"	"reversible"				"[e] : amp[e]"	"[e] : amp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
752	"EX_anhgm(e)"	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange"	"[e] : anhgm <==>"	"FALSE"	"reversible"				"[e] : anhgm[e]"	"[e] : anhgm[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
753	"EX_arab-L(e)"	"L-Arabinose exchange"	"[e] : arab-L <==>"	"FALSE"	"reversible"				"[e] : arab-L[e]"	"[e] : arab-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
754	"EX_arbtn(e)"	"aerobactin minus Fe3 exchange"	"[e] : arbtn <==>"	"FALSE"	"reversible"				"[e] : arbtn[e]"	"[e] : arbtn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
755	"EX_arbtn-fe3(e)"	"Aerobactin exchange"	"[e] : arbtn-fe3 <==>"	"FALSE"	"reversible"				"[e] : arbtn-fe3[e]"	"[e] : arbtn-fe3[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
756	"EX_arg-L(e)"	"L-Arginine exchange"	"[e] : arg-L <==>"	"FALSE"	"reversible"				"[e] : arg-L[e]"	"[e] : arg-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
757	"EX_ascb-L(e)"	"L-Ascorbate exchange"	"[e] : ascb-L <==>"	"FALSE"	"reversible"				"[e] : ascb-L[e]"	"[e] : ascb-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
758	"EX_asn-L(e)"	"L-Asparagine exchange"	"[e] : asn-L <==>"	"FALSE"	"reversible"				"[e] : asn-L[e]"	"[e] : asn-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
759	"EX_aso3(e)"	"arsenite exchange"	"[e] : aso3 <==>"	"FALSE"	"reversible"				"[e] : aso3[e]"	"[e] : aso3[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
760	"EX_asp-L(e)"	"L-Aspartate exchange"	"[e] : asp-L <==>"	"FALSE"	"reversible"				"[e] : asp-L[e]"	"[e] : asp-L[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
761	"EX_but(e)"	"Butyrate (n-C4:0) exchange"	"[e] : but <==>"	"FALSE"	"reversible"				"[e] : but[e]"	"[e] : but[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
762	"EX_butso3(e)"	"butanesulfonate exchange"	"[e] : butso3 <==>"	"FALSE"	"reversible"				"[e] : butso3[e]"	"[e] : butso3[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
763	"EX_ca2(e)"	"Calcium exchange"	"[e] : ca2 <==>"	"FALSE"	"reversible"				"[e] : ca2[e]"	"[e] : ca2[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
764	"EX_cbi(e)"	"Cobinamide exchange"	"[e] : cbi <==>"	"FALSE"	"reversible"				"[e] : cbi[e]"	"[e] : cbi[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
765	"EX_cbl1(e)"	"Cob(I)alamin exchange"	"[e] : cbl1 <==>"	"FALSE"	"reversible"				"[e] : cbl1[e]"	"[e] : cbl1[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
766	"EX_cd2(e)"	"Cadmium exchange"	"[e] : cd2 <==>"	"FALSE"	"reversible"				"[e] : cd2[e]"	"[e] : cd2[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
767	"EX_cgly(e)"	"Cys-Gly exchange"	"[e] : cgly <==>"	"FALSE"	"reversible"				"[e] : cgly[e]"	"[e] : cgly[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
768	"EX_chol(e)"	"Choline exchange"	"[e] : chol <==>"	"FALSE"	"reversible"				"[e] : chol[e]"	"[e] : chol[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
769	"EX_cit(e)"	"Citrate exchange"	"[e] : cit <==>"	"FALSE"	"reversible"				"[e] : cit[e]"	"[e] : cit[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
770	"EX_cl(e)"	"Chloride exchange"	"[e] : cl <==>"	"FALSE"	"reversible"				"[e] : cl[e]"	"[e] : cl[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
771	"EX_cmp(e)"	"CMP exchange"	"[e] : cmp <==>"	"FALSE"	"reversible"				"[e] : cmp[e]"	"[e] : cmp[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
772	"EX_co2(e)"	"CO2 exchange"	"[e] : co2 <==>"	"FALSE"	"reversible"				"[e] : co2[e]"	"[e] : co2[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
773	"EX_cobalt2(e)"	"Co2+ exchange"	"[e] : cobalt2 <==>"	"FALSE"	"reversible"				"[e] : cobalt2[e]"	"[e] : cobalt2[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
774	"EX_colipa(e)"	"core oligosaccharide lipid A exchange"	"[e] : colipa <==>"	"FALSE"	"reversible"				"[e] : colipa[e]"	"[e] : colipa[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
775	"EX_cpgn(e)"	"coprogen exchange"	"[e] : cpgn <==>"	"FALSE"	"reversible"				"[e] : cpgn[e]"	"[e] : cpgn[e]"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"
