"Abbreviation"	"OfficialName"	"Equation"	"subSystem"	"GeneAssociation"	"ValidTarget"	"ValidTarget-test"
"EPISTESTH_SCe"	"episterol ester hydrolase, yeast-specific (extracellular)"	"[e] : (0.01) epistest-SC + h2o --> (0.01) epist + h + (0.02) hdca + (0.655) hdcea + (0.01) hexc + (0.03) ocdca + (0.27) ocdcea + (0.015) ttdca"	"Sterol Metabolism"	"YLR020C"	"TRUE"	"FALSE"
"EPISTt"	"episterol reversible transport"	"epist[e] <==> epist[c]"	"Transport, Extracellular"	"YOR011W, YIL013C"	"TRUE"	"FALSE"
"EPMGH"	"Epimelibiose galactohydrolase"	"[c] : epm + h2o <==> gal + man"	"Galactose metabolism"	"YBR184W"	"TRUE"	"FALSE"
"ERGSTAT_SC"	"Acyl-CoA:ergosterol acyltransferase, yeast-specific"	"[c] : (0.01) ergst + (0.655) hdcoa + (0.01) hexccoa + (0.27) odecoa + (0.02) pmtcoa + (0.03) stcoa + (0.015) tdcoa --> coa + (0.01) ergstest-SC"	"Sterol Metabolism"	"YNR019W, YCR048W"	"TRUE"	"FALSE"
"ERGSTESTH_SC"	"ergosterol ester hydrolase, yeast-specific"	"[c] : (0.01) ergstest-SC + h2o --> (0.01) ergst + h + (0.02) hdca + (0.655) hdcea + (0.01) hexc + (0.03) ocdca + (0.27) ocdcea + (0.015) ttdca"	"Sterol Metabolism"	"YKL140W, YLL012W"	"TRUE"	"FALSE"
"ERGSTESTH_SCe"	"ergosterol ester hydrolase, yeast-specific (extracellular)"	"[e] : (0.01) ergstest-SC + h2o --> (0.01) ergst + h + (0.02) hdca + (0.655) hdcea + (0.01) hexc + (0.03) ocdca + (0.27) ocdcea + (0.015) ttdca"	"Sterol Metabolism"	"YLR020C"	"TRUE"	"FALSE"
"ERGSTGLCT"	"UDP-glucose:ergosterol glucosyltransferase"	"[c] : ergst + udpg --> ergst3glc + h + udp"	"Sterol Metabolism"	"YLR189C"	"TRUE"	"FALSE"
"ERGSTt"	"ergosterol reversible transport"	"ergst[e] <==> ergst[c]"	"Transport, Extracellular"	"YOR011W, YIL013C"	"TRUE"	"FALSE"
"ERGSTter"	"ergosterol endoplasmic reticular transport"	"ergst[r] <==> ergst[c]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"ERGTETROLter"	"Ergosta-5,6,22,24,(28)-tetraen-3beta-ol endoplamic reticular transport"	"ergtetrol[c] <==> ergtetrol[r]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"ETHAK"	"Ethanolamine kinase"	"[c] : atp + etha --> adp + ethamp + h"	"Phospholipid Biosynthesis"	"YDR147W"	"TRUE"	"FALSE"
"ETHAPT_SC"	"Ethanolaminephosphotransferase, yeast-specific"	"[c] : (0.01) 12dgr-SC + cdpea <==> cmp + h + (0.01) pe-SC"	"Phospholipid Biosynthesis"	"YHR123W"	"TRUE"	"FALSE"
"ETHAt"	"ethanolamine transport via diffusion (extracellular)"	"etha[e] <==> etha[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"ETOHt"	"ethanol reversible transport"	"etoh[e] <==> etoh[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"ETOHtm"	"ethanol transport to mitochondria (diffusion)"	"etoh[c] <==> etoh[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA100tp"	"fatty acid peroxisomal transport"	"dca[c] --> dca[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA120ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : ddcaACP + h2o <==> ACP + ddca + h"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA120ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"ddcaACP[m] --> ddcaACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA120tp"	"fatty acid peroxisomal transport"	"ddca[c] --> ddca[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA140ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + myrsACP <==> ACP + h + ttdca"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA140ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"myrsACP[m] --> myrsACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA140COAabcp"	"fatty acid peroxisomal transport via ABC system"	"atp[x] + h2o[x] + tdcoa[c] --> adp[x] + h[x] + pi[x] + tdcoa[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA140tp"	"fatty acid peroxisomal transport"	"ttdca[c] --> ttdca[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA141ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + tdeACP <==> ACP + h + ttdcea"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA141ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"tdeACP[m] --> tdeACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA141COAabcp"	"fatty acid peroxisomal transport via ABC system"	"atp[x] + h2o[x] + tdecoa[c] --> adp[x] + h[x] + pi[x] + tdecoa[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA141tp"	"fatty acid peroxisomal transport"	"ttdcea[c] --> ttdcea[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA160ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + palmACP <==> ACP + h + hdca"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA160ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"palmACP[m] --> palmACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA160COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"atp[x] + h2o[x] + pmtcoa[c] --> adp[x] + h[x] + pi[x] + pmtcoa[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA160tp"	"fatty acid peroxisomal transport"	"hdca[c] --> hdca[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA161ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + hdeACP <==> ACP + h + hdcea"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA161ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"hdeACP[m] --> hdeACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA161COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"atp[x] + h2o[x] + hdcoa[c] --> adp[x] + h[x] + hdcoa[x] + pi[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA161tp"	"fatty acid peroxisomal transport"	"hdcea[c] --> hdcea[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FA180ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + ocdcaACP <==> ACP + h + ocdca"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA180ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"ocdcaACP[m] --> ocdcaACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA180COAabcp"	"fatty acyl-CoA transport via ABC system"	"atp[x] + h2o[x] + stcoa[c] --> adp[x] + h[x] + pi[x] + stcoa[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA181ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + octeACP <==> ACP + h + ocdcea"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA181ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"octeACP[m] --> octeACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA181COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"atp[x] + h2o[x] + odecoa[c] --> adp[x] + h[x] + odecoa[x] + pi[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA182ACPH"	"fatty-acyl-ACP hydrolase"	"[c] : h2o + ocdcyaACP <==> ACP + h + ocdcya"	"Fatty Acid  Biosynthesis"	"YKL182W+YPL231W"	"TRUE"	"FALSE"
"FA182ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"ocdcyaACP[m] --> ocdcyaACP[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FA182COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"atp[x] + h2o[x] + ocdycacoa[c] --> adp[x] + h[x] + ocdycacoa[x] + pi[x]"	"Transport, Peroxisomal"	"YPL147W, YKL188C"	"TRUE"	"FALSE"
"FA240tp"	"fatty acid peroxisomal transport"	"ttc[c] --> ttc[x]"	"Transport, Peroxisomal"	"YBR041W"	"TRUE"	"FALSE"
"FA260tp"	"fatty acid peroxisomal transport"	"hexc[c] --> hexc[x]"	"Transport, Peroxisomal"	"YBR041W"	"TRUE"	"FALSE"
"FA80tp"	"fatty acid peroxisomal transport"	"octa[c] --> octa[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"FACOAL100p"	"fatty-acid--CoA ligase (decanoate), peroxisomal"	"[x] : atp + coa + dca <==> amp + dcacoa + ppi"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL120p"	"fatty-acid--CoA ligase (dodecanoate), peroxisomal"	"[x] : atp + coa + ddca <==> amp + ddcacoa + ppi"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL140"	"fatty-acid--CoA ligase (tetradecanoate)"	"[c] : atp + coa + ttdca <==> amp + ppi + tdcoa"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL140p"	"fatty-acid--CoA ligase (tetradecanoate), peroxisomal"	"[x] : atp + coa + ttdca <==> amp + ppi + tdcoa"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL141"	"fatty-acid--CoA ligase (tetradecenoate)"	"[c] : atp + coa + ttdcea <==> amp + ppi + tdecoa"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL141p"	"fatty-acid--CoA ligase (tetradecenoate), peroxisomal"	"[x] : atp + coa + ttdcea <==> amp + ppi + tdecoa"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL160"	"fatty-acid--CoA ligase (hexadecanoate)"	"[c] : atp + coa + hdca <==> amp + pmtcoa + ppi"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL160p"	"fatty-acid--CoA ligase (hexadecanoate), peroxisomal"	"[x] : atp + coa + hdca <==> amp + pmtcoa + ppi"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL161"	"fatty-acid--CoA ligase (hexadecenoate)"	"[c] : atp + coa + hdcea <==> amp + hdcoa + ppi"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL161p"	"fatty-acid--CoA ligase (hexadecenoate), peroxisomal"	"[x] : atp + coa + hdcea <==> amp + hdcoa + ppi"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FACOAL180"	"fatty-acid--CoA ligase (octadecanoate)"	"[c] : atp + coa + ocdca <==> amp + ppi + stcoa"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL181"	"fatty-acid--CoA ligase (octadecenoate)"	"[c] : atp + coa + ocdcea <==> amp + odecoa + ppi"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL182"	"fatty-acid--CoA ligase (octadecynoate)"	"[c] : atp + coa + ocdcya <==> amp + ocdycacoa + ppi"	"Fatty Acid  Biosynthesis"	"YOR317W, YIL009W, YMR246W"	"TRUE"	"FALSE"
"FACOAL240p"	"fatty-acid--CoA ligase (n-C24:0), peroxisomal"	"[x] : atp + coa + ttc <==> amp + ppi + ttccoa"	"Fatty Acid  Biosynthesis"	"YBR041W"	"TRUE"	"FALSE"
"FACOAL260p"	"fatty-acid--CoA ligase (n-C26:0), peroxisomal"	"[x] : atp + coa + hexc <==> amp + hexccoa + ppi"	"Fatty Acid  Biosynthesis"	"YBR041W"	"TRUE"	"FALSE"
"FACOAL80p"	"fatty-acid--CoA ligase (octanoate), peroxisomal"	"[x] : atp + coa + octa <==> amp + occoa + ppi"	"Fatty Acid  Biosynthesis"	"YER015W"	"TRUE"	"FALSE"
"FADFMNtm"	"FAD/FMN antiport"	"fad[c] + fmn[m] --> fad[m] + fmn[c]"	"Transport, Mitochondrial"	"YIL134W"	"TRUE"	"FALSE"
"FALDH"	"formaldehyde dehydrogenase"	"[c] : fald + gthrd + nad <==> Sfglutth + h + nadh"	"Pyruvate Metabolism"	"YDL168W"	"TRUE"	"FALSE"
"FAO141p_even"	"fatty acid oxidation"	"[x] : (6) coa + (6) h2o + (6) nad + nadph + (6) o2 + tdecoa --> (7) accoa + (5) h + (6) h2o2 + (6) nadh + nadp"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YNL202W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO141p_odd"	"Fatty acid oxidation"	"[x] : (6) coa + (6) h2o + (6) nad + (5) o2 + tdecoa --> (7) accoa + (6) h + (5) h2o2 + (6) nadh"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO161p_even"	"Fatty acid oxidation"	"[x] : (7) coa + (7) h2o + hdcoa + (7) nad + nadph + (7) o2 --> (8) accoa + (6) h + (7) h2o2 + (7) nadh + nadp"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YNL202W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO161p_odd"	"Fatty acid oxidation"	"[x] : (7) coa + (7) h2o + hdcoa + (7) nad + (6) o2 --> (8) accoa + (7) h + (6) h2o2 + (7) nadh"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO181p_even"	"Fatty acid oxidation"	"[x] : (8) coa + (8) h2o + (8) nad + nadph + (8) o2 + odecoa --> (9) accoa + (7) h + (8) h2o2 + (8) nadh + nadp"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YNL202W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO181p_odd"	"Fatty acid oxidation"	"[x] : (8) coa + (8) h2o + (8) nad + (7) o2 + odecoa --> (9) accoa + (8) h + (7) h2o2 + (8) nadh"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO182p_even/even"	"Fatty acid oxidation"	"[x] : (8) coa + (8) h2o + (8) nad + (2) nadph + (8) o2 + ocdycacoa --> (9) accoa + (6) h + (8) h2o2 + (8) nadh + (2) nadp"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YNL202W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO182p_even/odd"	"Fatty acid oxidation"	"[x] : (8) coa + (8) h2o + (8) nad + nadph + (7) o2 + ocdycacoa --> (9) accoa + (7) h + (7) h2o2 + (8) nadh + nadp"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YNL202W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO182p_odd/odd"	"Fatty acid oxidation"	"[x] : (8) coa + (8) h2o + (8) nad + (6) o2 + ocdycacoa --> (9) accoa + (8) h + (6) h2o2 + (8) nadh"	"Fatty Acid Degradation"	"YGL205W, YLR284C, YOR180C, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO240p"	"fatty acid oxidation (tetradecansoyl-CoA), peroxisomal"	"[x] : (3) coa + (3) h2o + (3) nad + (3) o2 + ttccoa --> (3) accoa + (3) h + (3) h2o2 + (3) nadh + stcoa"	"Fatty Acid Degradation"	"YGL205W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAO80p"	"fatty acid oxidation (octanoyl-CoA), peroxisomal"	"[x] : (3) coa + (3) h2o + (3) nad + (3) o2 + occoa --> (4) accoa + (3) h + (3) h2o2 + (3) nadh"	"Fatty Acid Degradation"	"YGL205W, YIL160C, YKR009C"	"TRUE"	"FALSE"
"FAS100"	"fatty acid synthase (n-C10:0)"	"[c] : (3) h + malcoa + (2) nadph + octa --> co2 + coa + dca + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS100ACPm"	"fatty-acyl-ACP synthase (n-C10:0ACP), mitochondrial"	"[m] : (3) h + malACP + (2) nadph + ocACP --> ACP + co2 + dcaACP + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS100COA"	"fatty acyl-CoA synthase (n-C10:0CoA)"	"[c] : (3) h + malcoa + (2) nadph + occoa --> co2 + coa + dcacoa + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS120"	"fatty acid synthase (n-C12:0)"	"[c] : dca + (3) h + malcoa + (2) nadph --> co2 + coa + ddca + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS120ACPm"	"fatty-acyl-ACP synthase (n-C12:0ACP), mitochondrial"	"[m] : dcaACP + (3) h + malACP + (2) nadph --> ACP + co2 + ddcaACP + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS120COA"	"fatty-acyl-CoA synthase (n-C12:0CoA)"	"[c] : dcacoa + (3) h + malcoa + (2) nadph --> co2 + coa + ddcacoa + h2o + (2) nadp"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS140"	"fatty acid synthase (n-C14:0)"	"[c] : ddca + (3) h + malcoa + (2) nadph --> co2 + coa + h2o + (2) nadp + ttdca"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS140ACPm"	"fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial"	"[m] : ddcaACP + (3) h + malACP + (2) nadph --> ACP + co2 + h2o + myrsACP + (2) nadp"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS140COA"	"fatty-acyl-CoA synthase (n-C14:0CoA)"	"[c] : ddcacoa + (3) h + malcoa + (2) nadph --> co2 + coa + h2o + (2) nadp + tdcoa"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS141"	"fatty acid synthase (n-C14:1)"	"[c] : ddca + (4) h + malcoa + (3) nadph + o2 --> co2 + coa + (3) h2o + (3) nadp + ttdcea"	"Fatty Acid  Biosynthesis"	"YJL196C"	"TRUE"	"FALSE"
"FAS141ACPm"	"fatty-acyl-ACP synthase (n-C14:1ACP), mitochondrial"	"[m] : ddcaACP + (4) h + malACP + (3) nadph + o2 --> ACP + co2 + (3) h2o + (3) nadp + tdeACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS160"	"fatty acid synthase (n-C16:0)"	"[c] : (3) h + malcoa + (2) nadph + ttdca --> co2 + coa + h2o + hdca + (2) nadp"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS160ACPm"	"fatty-acyl-ACP synthase (n-C16:0ACP), mitochondrial"	"[m] : (3) h + malACP + myrsACP + (2) nadph --> ACP + co2 + h2o + (2) nadp + palmACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS160COA"	"fatty-acyl-CoA synthase (n-C16:0CoA)"	"[c] : (3) h + malcoa + (2) nadph + tdcoa --> co2 + coa + h2o + (2) nadp + pmtcoa"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS161"	"fatty acid synthase (n-C16:1)"	"[c] : (4) h + malcoa + (3) nadph + o2 + ttdca --> co2 + coa + (3) h2o + hdcea + (3) nadp"	"Fatty Acid  Biosynthesis"	"YJL196C"	"TRUE"	"FALSE"
"FAS161ACPm"	"fatty-acyl-ACP synthase (n-C16:1ACP), mitochondrial"	"[m] : (4) h + malACP + myrsACP + (3) nadph + o2 --> ACP + co2 + (3) h2o + hdeACP + (3) nadp"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS180"	"fatty acid synthase (n-C18:0)"	"[c] : (3) h + hdca + malcoa + (2) nadph --> co2 + coa + h2o + (2) nadp + ocdca"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS180ACPm"	"fatty-acyl-ACP synthase (n-C18:0ACP), mitochondrial"	"[m] : (3) h + malACP + (2) nadph + palmACP --> ACP + co2 + h2o + (2) nadp + ocdcaACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS180COA"	"fatty-acyl-CoA synthase (n-C18:0CoA)"	"[c] : (3) h + malcoa + (2) nadph + pmtcoa --> co2 + coa + h2o + (2) nadp + stcoa"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS181"	"fatty acid synthase (n-C18:1)"	"[c] : (4) h + hdca + malcoa + (3) nadph + o2 --> co2 + coa + (3) h2o + (3) nadp + ocdcea"	"Fatty Acid  Biosynthesis"	"YJL196C"	"TRUE"	"FALSE"
"FAS181ACPm"	"fatty-acyl-ACP synthase (n-C18:1ACP), mitochondrial"	"[m] : (4) h + malACP + (3) nadph + o2 + palmACP --> ACP + co2 + (3) h2o + (3) nadp + octeACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS182ACPm"	"fatty-acyl-ACP synthase (n-C18:2ACP), mitochondrial"	"[m] : (5) h + malACP + (4) nadph + (2) o2 + palmACP --> ACP + co2 + (5) h2o + (4) nadp + ocdcyaACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS240_L"	"fatty acid synthase (n-C24:0), lumped reaction"	"[c] : (9) h + (3) malcoa + (6) nadph + ocdca --> (3) co2 + (3) coa + (3) h2o + (6) nadp + ttc"	"Fatty Acid  Biosynthesis"	"YCR034W, YLR372W, YDL015C"	"TRUE"	"FALSE"
"FAS260"	"fatty acid synthase (n-C26:0)"	"[c] : (3) h + malcoa + (2) nadph + ttc --> co2 + coa + h2o + hexc + (2) nadp"	"Fatty Acid  Biosynthesis"	"YCR034W, YLR372W, YDL015C"	"TRUE"	"FALSE"
"FAS80_L"	"fatty acid synthase (n-C8:0), lumped reaction"	"[c] : accoa + (8) h + (3) malcoa + (6) nadph --> (3) co2 + (4) coa + (2) h2o + (6) nadp + octa"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FAS80ACPm_L"	"fatty acyl-ACP synthase (n-C8:0ACP), mitochondrial, lumped reaction"	"[m] : acACP + (9) h + (3) malACP + (6) nadph --> (3) ACP + (3) co2 + (3) h2o + (6) nadp + ocACP"	"Fatty Acid  Biosynthesis"	"YHR067W, YKL192C, YKL055C, YOR221C, YBR026C, YER061C"	"TRUE"	"FALSE"
"FAS80COA_L"	"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction"	"[c] : accoa + (9) h + (3) malcoa + (6) nadph --> (3) co2 + (3) coa + (3) h2o + (6) nadp + occoa"	"Fatty Acid  Biosynthesis"	"YGR037C, YNR016C, YKL182W+YPL231W"	"TRUE"	"FALSE"
"FBA"	"fructose-bisphosphate aldolase"	"[c] : fdp <==> dhap + g3p"	"Glycolysis/Gluconeogenesis"	"YKL060C"	"FALSE"	"FALSE"
"FBA2"	"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"	"[c] : f1p <==> dhap + glyald"	"Glycolysis/Gluconeogenesis"	"YKL060C"	"TRUE"	"FALSE"
"FBA3"	"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"	"[c] : s17bp <==> dhap + e4p"	"Glycolysis/Gluconeogenesis"	"YKL060C"	"TRUE"	"FALSE"
"FBP"	"fructose-bisphosphatase"	"[c] : fdp + h2o --> f6p + pi"	"Anaplerotic reactions"	"YLR377C"	"TRUE"	"FALSE"
"FBP26"	"Fructose-2,6-bisphosphate 2-phosphatase"	"[c] : f26bp + h2o --> f6p + pi"	"Fructose and Mannose Metabolism"	"YJL155C"	"TRUE"	"FALSE"
"FCLTm"	"Ferrochelatase, mitochondrial"	"[m] : fe2 + ppp9 --> (2) h + pheme"	"Porphyrin and Chlorophyll Metabolism"	"YOR176W"	"TRUE"	"FALSE"
"FDH"	"formate dehydrogenase"	"[c] : for + nad --> co2 + nadh"	"Methane Metabolism"	"YPL275W, YOR388C, YPL276W"	"TRUE"	"FALSE"
"FDNG"	"formate  dehydrogenase, cytosolic/mitochondrial"	"for[c] + h[c] + q6[m] --> co2[c] + q6h2[m]"	"Oxidative Phosphorylation"		"TRUE"	"FALSE"
"FE2t"	"iron (II) transport"	"fe2[e] --> fe2[c]"	"Transport, Extracellular"	"YMR319C"	"TRUE"	"FALSE"
"FE2utm"	"iron (II) uptake (mitochondrial)"	"fe2[c] --> fe2[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"FECOSTAT_SC"	"Acyl-CoA:fecosterol acyltransferase, yeast-specific"	"[c] : (0.01) fecost + (0.655) hdcoa + (0.01) hexccoa + (0.27) odecoa + (0.02) pmtcoa + (0.03) stcoa + (0.015) tdcoa --> coa + (0.01) fecostest-SC"	"Sterol Metabolism"	"YCR048W"	"TRUE"	"FALSE"
"FECOSTESTH_SC"	"fecosterol ester hydrolase, yeast-specific"	"[c] : (0.01) fecostest-SC + h2o --> (0.01) fecost + h + (0.02) hdca + (0.655) hdcea + (0.01) hexc + (0.03) ocdca + (0.27) ocdcea + (0.015) ttdca"	"Sterol Metabolism"	"YKL140W, YLL012W"	"TRUE"	"FALSE"
"FECOSTESTH_SCe"	"fecosterol ester hydrolase, yeast-specific (extracellular"	"[e] : (0.01) fecostest-SC + h2o --> (0.01) fecost + h + (0.02) hdca + (0.655) hdcea + (0.01) hexc + (0.03) ocdca + (0.27) ocdcea + (0.015) ttdca"	"Sterol Metabolism"	"YLR020C"	"TRUE"	"FALSE"
